model,fold,protein,task,length,lbin,genus,new,matched
esmc6b_3di_zeroctrl,2,Q7U9L1,propep,10,10-14,Parasynechococcus,False,1
esmc6b_3di_zeroctrl,2,Q7V323,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,Q7V4T1,propep,10,10-14,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,Q7VDR4,propep,10,10-14,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,Q7YJY5,propep,22,20-24,Calycanthus,False,0
esmc6b_3di_zeroctrl,2,Q7YZS9,propep,5,5-9,Conus,False,1
esmc6b_3di_zeroctrl,2,Q7Z090,propep,15,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q7Z1Y7,propep,26,25-29,Loxosceles,False,0
esmc6b_3di_zeroctrl,2,Q7ZW34,propep,21,20-24,Danio,True,0
esmc6b_3di_zeroctrl,2,Q7ZZS9,propep,18,15-19,Protobothrops,False,0
esmc6b_3di_zeroctrl,2,Q804X6,propep,20,20-24,Gallus,False,1
esmc6b_3di_zeroctrl,2,Q804X6,propep,50,45-50,Gallus,False,0
esmc6b_3di_zeroctrl,2,Q805F4,propep,20,20-24,Agkistrodon,False,0
esmc6b_3di_zeroctrl,2,Q805F6,propep,24,20-24,Agkistrodon,False,0
esmc6b_3di_zeroctrl,2,Q80WD0,propep,21,20-24,Rattus,False,1
esmc6b_3di_zeroctrl,2,Q80WD1,propep,30,30-34,Rattus,False,0
esmc6b_3di_zeroctrl,2,Q812G9,pep,14,10-14,Bacillus,False,1
esmc6b_3di_zeroctrl,2,Q812G9,propep,38,35-39,Bacillus,False,1
esmc6b_3di_zeroctrl,2,Q818E2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,Q81LR5,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,Q85BB6,propep,18,15-19,Anthoceros,False,1
esmc6b_3di_zeroctrl,2,Q85FN7,propep,21,20-24,Adiantum,False,1
esmc6b_3di_zeroctrl,2,Q85FY2,propep,6,5-9,Cyanidioschyzon,False,1
esmc6b_3di_zeroctrl,2,Q85X72,propep,22,20-24,Pinus,False,1
esmc6b_3di_zeroctrl,2,Q86N75,pep,11,10-14,Bombyx,False,1
esmc6b_3di_zeroctrl,2,Q86RB2,pep,16,15-19,Conus,True,1
esmc6b_3di_zeroctrl,2,Q86UN2,propep,21,20-24,Homo,False,1
esmc6b_3di_zeroctrl,2,Q86UN3,propep,30,30-34,Homo,False,0
esmc6b_3di_zeroctrl,2,Q877A8,propep,12,10-14,Aspergillus,False,1
esmc6b_3di_zeroctrl,2,Q8AXZ4,propep,22,20-24,Danio,False,1
esmc6b_3di_zeroctrl,2,Q8BFS3,pep,27,25-29,Rattus,False,1
esmc6b_3di_zeroctrl,2,Q8BFS3,pep,24,20-24,Rattus,False,1
esmc6b_3di_zeroctrl,2,Q8BG41,propep,49,45-50,Mus,False,1
esmc6b_3di_zeroctrl,2,Q8BVP6,propep,21,20-24,Mus,False,1
esmc6b_3di_zeroctrl,2,Q8CHK2,pep,27,25-29,Mus,False,1
esmc6b_3di_zeroctrl,2,Q8CHK2,pep,24,20-24,Mus,False,1
esmc6b_3di_zeroctrl,2,Q8CJY7,propep,34,30-34,Streptomyces,False,1
esmc6b_3di_zeroctrl,2,Q8CXC9,propep,13,10-14,Oceanobacillus,False,0
esmc6b_3di_zeroctrl,2,Q8I912,propep,5,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,Q8I913,propep,5,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,Q8I914,propep,5,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,Q8IDN0,propep,24,20-24,Plasmodium,False,1
esmc6b_3di_zeroctrl,2,Q8IS98,propep,10,10-14,Crithidia,False,1
esmc6b_3di_zeroctrl,2,Q8IVL8,propep,22,20-24,Homo,False,1
esmc6b_3di_zeroctrl,2,Q8IWV2,propep,26,25-29,Homo,False,1
esmc6b_3di_zeroctrl,2,Q8JIM3,pep,12,10-14,Aquarana,False,1
esmc6b_3di_zeroctrl,2,Q8JIM3,pep,9,5-9,Aquarana,False,0
esmc6b_3di_zeroctrl,2,Q8JIM3,pep,18,15-19,Aquarana,False,1
esmc6b_3di_zeroctrl,2,Q8JIM3,pep,18,15-19,Aquarana,False,1
esmc6b_3di_zeroctrl,2,Q8JIM3,propep,18,15-19,Aquarana,False,0
esmc6b_3di_zeroctrl,2,Q8JIM3,propep,43,40-44,Aquarana,False,1
esmc6b_3di_zeroctrl,2,Q8JJ51,propep,21,20-24,Crotalus,False,0
esmc6b_3di_zeroctrl,2,Q8K0S5,propep,21,20-24,Mus,False,1
esmc6b_3di_zeroctrl,2,Q8K3U6,propep,17,15-19,Rattus,False,1
esmc6b_3di_zeroctrl,2,Q8K4P1,pep,29,25-29,Mus,False,1
esmc6b_3di_zeroctrl,2,Q8K4P2,pep,29,25-29,Rattus,False,1
esmc6b_3di_zeroctrl,2,Q8LW54,pep,26,25-29,Apis,False,1
esmc6b_3di_zeroctrl,2,Q8LW54,propep,20,20-24,Apis,False,1
esmc6b_3di_zeroctrl,2,Q8MA00,propep,21,20-24,Chaetosphaeridium,False,1
esmc6b_3di_zeroctrl,2,Q8MJC3,propep,9,5-9,Oryctolagus,False,1
esmc6b_3di_zeroctrl,2,Q8MJC3,propep,19,15-19,Oryctolagus,False,0
esmc6b_3di_zeroctrl,2,Q8MJU1,propep,9,5-9,Felis,False,1
esmc6b_3di_zeroctrl,2,Q8MJU1,propep,19,15-19,Felis,False,0
esmc6b_3di_zeroctrl,2,Q8MJV4,pep,29,25-29,Bos,False,1
esmc6b_3di_zeroctrl,2,Q8MKI5,propep,9,5-9,Canis,False,0
esmc6b_3di_zeroctrl,2,Q8MKI5,propep,19,15-19,Canis,False,0
esmc6b_3di_zeroctrl,2,Q8MMJ7,pep,13,10-14,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,Q8MMJ7,propep,29,25-29,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,Q8MTX2,pep,13,10-14,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,Q8MTX2,propep,32,30-34,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,Q8N6Q3,propep,29,25-29,Homo,False,1
esmc6b_3di_zeroctrl,2,Q8NG41,pep,29,25-29,Homo,False,1
esmc6b_3di_zeroctrl,2,Q8QG89,propep,20,20-24,Bothrops,False,0
esmc6b_3di_zeroctrl,2,Q8RB77,propep,10,10-14,Caldanaerobacter,False,0
esmc6b_3di_zeroctrl,2,Q8S8Y4,propep,24,20-24,Atropa,False,0
esmc6b_3di_zeroctrl,2,Q8SQ23,propep,13,10-14,Sus,False,0
esmc6b_3di_zeroctrl,2,Q8SWI4,propep,29,25-29,Encephalitozoon,False,0
esmc6b_3di_zeroctrl,2,Q8T9R8,pep,42,40-44,Stomoxys,False,1
esmc6b_3di_zeroctrl,2,Q8UUG0,pep,22,20-24,Morone,False,1
esmc6b_3di_zeroctrl,2,Q8UUG0,propep,33,30-34,Morone,False,1
esmc6b_3di_zeroctrl,2,Q8UUG2,pep,22,20-24,Morone,False,1
esmc6b_3di_zeroctrl,2,Q8UUG2,propep,33,30-34,Morone,False,1
esmc6b_3di_zeroctrl,2,Q8WI34,propep,21,20-24,Psilotum,False,1
esmc6b_3di_zeroctrl,2,Q8WPU1,propep,23,20-24,Trypanosoma,True,1
esmc6b_3di_zeroctrl,2,Q8WXF3,pep,27,25-29,Homo,False,1
esmc6b_3di_zeroctrl,2,Q8WXF3,pep,24,20-24,Homo,False,1
esmc6b_3di_zeroctrl,2,Q8XIS3,propep,7,5-9,Clostridium,False,0
esmc6b_3di_zeroctrl,2,Q8YYG5,propep,8,5-9,Nostoc,False,1
esmc6b_3di_zeroctrl,2,Q90325,propep,47,45-50,Cyprinus,False,0
esmc6b_3di_zeroctrl,2,Q90326,propep,47,45-50,Cyprinus,False,0
esmc6b_3di_zeroctrl,2,Q90391,propep,21,20-24,Crotalus,False,0
esmc6b_3di_zeroctrl,2,Q90392,propep,21,20-24,Crotalus,False,0
esmc6b_3di_zeroctrl,2,Q90VW7,pep,25,25-29,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q90VW7,propep,14,10-14,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q90W79,propep,28,25-29,Gallus,False,1
esmc6b_3di_zeroctrl,2,Q90WC0,propep,16,15-19,Gloydius,True,0
esmc6b_3di_zeroctrl,2,Q90YA6,propep,16,15-19,Protobothrops,False,0
esmc6b_3di_zeroctrl,2,Q90ZX8,pep,25,25-29,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q90ZX8,propep,21,20-24,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q90ZY0,pep,25,25-29,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q90ZY0,propep,21,20-24,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q92405,propep,12,10-14,Aspergillus,False,1
esmc6b_3di_zeroctrl,2,Q93R80,propep,28,25-29,Porphyromonas,False,1
esmc6b_3di_zeroctrl,2,Q93V72,propep,25,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q93Z08,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q95222,propep,41,40-44,Oryctolagus,False,0
esmc6b_3di_zeroctrl,2,Q95ND5,propep,9,5-9,Sus,False,0
esmc6b_3di_zeroctrl,2,Q95ND5,propep,19,15-19,Sus,False,0
esmc6b_3di_zeroctrl,2,Q95ND7,propep,18,15-19,Pan,False,1
esmc6b_3di_zeroctrl,2,Q95ND7,propep,35,35-39,Pan,False,0
esmc6b_3di_zeroctrl,2,Q96316,propep,24,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q96PL2,propep,24,20-24,Homo,False,1
esmc6b_3di_zeroctrl,2,Q97JJ9,propep,7,5-9,Clostridium,False,0
esmc6b_3di_zeroctrl,2,Q98995,propep,16,15-19,Macrovipera,False,0
esmc6b_3di_zeroctrl,2,Q98SP2,propep,15,15-19,Bothrops,False,0
esmc6b_3di_zeroctrl,2,Q99013,propep,21,20-24,Pseudopleuronectes,False,0
esmc6b_3di_zeroctrl,2,Q99219,pep,26,25-29,Saccharomyces,False,1
esmc6b_3di_zeroctrl,2,Q99M75,propep,26,25-29,Rattus,False,1
esmc6b_3di_zeroctrl,2,Q99PI8,propep,26,25-29,Mus,False,1
esmc6b_3di_zeroctrl,2,Q9AVB0,propep,15,15-19,Phytolacca,False,1
esmc6b_3di_zeroctrl,2,Q9AVB0,propep,25,25-29,Phytolacca,False,1
esmc6b_3di_zeroctrl,2,Q9AYP9,propep,18,15-19,Phytolacca,False,1
esmc6b_3di_zeroctrl,2,Q9AYP9,propep,24,20-24,Phytolacca,False,1
esmc6b_3di_zeroctrl,2,Q9BBS2,propep,24,20-24,Lotus,False,0
esmc6b_3di_zeroctrl,2,Q9BDB7,pep,8,5-9,Mus,False,0
esmc6b_3di_zeroctrl,2,Q9BH21,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH21,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH75,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH75,propep,29,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH79,pep,13,10-14,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BH79,propep,34,30-34,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BH81,pep,19,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH81,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH86,pep,12,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BH86,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BHA6,pep,33,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BHA6,propep,25,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BMP8,propep,22,20-24,Plasmodium,False,1
esmc6b_3di_zeroctrl,2,Q9BP43,pep,20,20-24,Conus,True,0
esmc6b_3di_zeroctrl,2,Q9BP46,pep,14,10-14,Conus,True,0
esmc6b_3di_zeroctrl,2,Q9BP46,propep,23,20-24,Conus,True,0
esmc6b_3di_zeroctrl,2,Q9BP47,pep,38,35-39,Conus,True,1
esmc6b_3di_zeroctrl,2,Q9BP51,pep,33,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BP51,propep,25,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BP53,pep,19,15-19,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BP53,propep,24,20-24,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BP56,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BP56,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD1,pep,18,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD1,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD2,pep,24,20-24,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPD2,propep,33,30-34,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPD3,pep,18,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD3,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD4,pep,18,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD4,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD5,pep,19,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD5,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD6,pep,19,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD6,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPD7,pep,8,5-9,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPD7,propep,35,35-39,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPD9,pep,14,10-14,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPD9,propep,41,40-44,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE0,pep,16,15-19,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE0,propep,40,40-44,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE1,pep,16,15-19,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE1,propep,40,40-44,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE2,pep,18,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE2,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE3,pep,31,30-34,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE3,propep,25,25-29,Conus,False,0
esmc6b_3di_zeroctrl,2,Q9BPE4,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE4,propep,30,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE5,pep,12,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE5,propep,30,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE6,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE6,propep,29,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE7,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE7,propep,27,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE9,pep,12,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPE9,propep,29,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF1,pep,14,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF1,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF2,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF2,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF3,pep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF3,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF4,pep,12,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF4,propep,30,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF5,pep,15,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF5,propep,28,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF7,pep,15,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF7,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF9,pep,14,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPF9,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG0,pep,12,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG0,propep,26,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG1,pep,10,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG1,propep,31,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG2,pep,10,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG2,propep,31,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG5,pep,10,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG5,propep,28,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG6,pep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG6,propep,31,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG7,pep,14,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG7,propep,28,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG8,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPG8,propep,30,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPH0,pep,14,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPH0,propep,28,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPH1,pep,12,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPH1,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPH2,pep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BPH2,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,Q9BZR6,propep,26,25-29,Homo,False,1
esmc6b_3di_zeroctrl,2,Q9C169,propep,12,10-14,Neurospora,False,1
esmc6b_3di_zeroctrl,2,Q9C7F7,propep,28,25-29,Arabidopsis,False,0
esmc6b_3di_zeroctrl,2,Q9C9B1,propep,25,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9CQW3,propep,18,15-19,Mus,False,1
esmc6b_3di_zeroctrl,2,Q9D3P9,pep,6,5-9,Mus,False,1
esmc6b_3di_zeroctrl,2,Q9D3P9,pep,13,10-14,Mus,False,1
esmc6b_3di_zeroctrl,2,Q9D3P9,pep,5,5-9,Mus,False,1
esmc6b_3di_zeroctrl,2,Q9F1K9,propep,9,5-9,Thermosynechococcus,False,1
esmc6b_3di_zeroctrl,2,Q9FGF6,pep,13,10-14,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9FGF6,propep,39,35-39,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9FGH4,propep,23,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9FNQ2,propep,29,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9FZ86,propep,26,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9FZD0,propep,25,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9GJY2,propep,24,20-24,Ovis,False,1
esmc6b_3di_zeroctrl,2,Q9GK16,propep,24,20-24,Bos,False,1
esmc6b_3di_zeroctrl,2,Q9GLG4,pep,11,10-14,Sus,False,0
esmc6b_3di_zeroctrl,2,Q9GLG4,pep,17,15-19,Sus,False,0
esmc6b_3di_zeroctrl,2,Q9GLG4,pep,34,30-34,Sus,False,0
esmc6b_3di_zeroctrl,2,Q9GLG4,pep,11,10-14,Sus,False,0
esmc6b_3di_zeroctrl,2,Q9GLP2,pep,15,15-19,Sus,False,0
esmc6b_3di_zeroctrl,2,Q9GLP2,propep,23,20-24,Sus,False,1
esmc6b_3di_zeroctrl,2,Q9GQW4,pep,13,10-14,Olivierus,False,1
esmc6b_3di_zeroctrl,2,Q9GQW4,propep,31,30-34,Olivierus,False,1
esmc6b_3di_zeroctrl,2,Q9GSA4,pep,11,10-14,Galleria,False,1
esmc6b_3di_zeroctrl,2,Q9IAB0,propep,24,20-24,Agkistrodon,False,0
esmc6b_3di_zeroctrl,2,Q9IAX6,propep,25,25-29,Deinagkistrodon,True,0
esmc6b_3di_zeroctrl,2,Q9IAY0,propep,23,20-24,Deinagkistrodon,True,0
esmc6b_3di_zeroctrl,2,Q9IAY1,propep,23,20-24,Deinagkistrodon,True,0
esmc6b_3di_zeroctrl,2,Q9IAY2,propep,26,25-29,Deinagkistrodon,True,0
esmc6b_3di_zeroctrl,2,Q9IAY3,propep,23,20-24,Deinagkistrodon,True,0
esmc6b_3di_zeroctrl,2,Q9JM53,propep,47,45-50,Rattus,False,0
esmc6b_3di_zeroctrl,2,Q9JMB8,propep,29,25-29,Mus,False,0
esmc6b_3di_zeroctrl,2,Q9KD78,propep,15,15-19,Halalkalibacterium,False,0
esmc6b_3di_zeroctrl,2,Q9M088,propep,24,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9M2G1,propep,25,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,Q9MS55,propep,8,5-9,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS58,propep,17,15-19,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS61,propep,11,10-14,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS64,propep,13,10-14,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS67,propep,17,15-19,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS70,propep,17,15-19,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS73,propep,11,10-14,Lepocinclis,False,1
esmc6b_3di_zeroctrl,2,Q9MS76,propep,16,15-19,Euglena,False,1
esmc6b_3di_zeroctrl,2,Q9MS79,propep,12,10-14,Phacus,False,1
esmc6b_3di_zeroctrl,2,Q9MTL6,propep,22,20-24,Oenothera,False,0
esmc6b_3di_zeroctrl,2,Q9MUS0,propep,10,10-14,Mesostigma,False,1
esmc6b_3di_zeroctrl,2,Q9N0E3,propep,26,25-29,Macaca,False,1
esmc6b_3di_zeroctrl,2,Q9N4D8,pep,12,10-14,Caenorhabditis,False,0
esmc6b_3di_zeroctrl,2,Q9N4D8,pep,34,30-34,Caenorhabditis,False,0
esmc6b_3di_zeroctrl,2,Q9N4D8,pep,7,5-9,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,Q9N4D8,pep,47,45-50,Caenorhabditis,False,0
esmc6b_3di_zeroctrl,2,Q9N661,propep,8,5-9,Olivierus,False,0
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,7,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,7,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,7,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,pep,7,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,17,15-19,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,10,10-14,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,16,15-19,Aplysia,False,0
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,17,15-19,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,9,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,9,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,14,10-14,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,12,10-14,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,12,10-14,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,15,15-19,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,15,15-19,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,15,15-19,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,25,25-29,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,23,20-24,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,7,5-9,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,28,25-29,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,30,30-34,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,30,30-34,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,32,30-34,Aplysia,False,1
esmc6b_3di_zeroctrl,2,Q9NDE8,propep,21,20-24,Aplysia,False,1
