model,fold,protein,task,tp,fn,fp
esmc6b_3di_zeroctrl,5,D4B388,pep,0,0,0
esmc6b_3di_zeroctrl,5,D4B388,propep,1,0,0
esmc6b_3di_zeroctrl,5,D5J9S0,pep,0,1,1
esmc6b_3di_zeroctrl,5,D5J9S0,propep,0,1,1
esmc6b_3di_zeroctrl,5,D5KXH3,pep,0,0,0
esmc6b_3di_zeroctrl,5,D5KXH3,propep,1,0,0
esmc6b_3di_zeroctrl,5,D9IX97,pep,0,0,3
esmc6b_3di_zeroctrl,5,D9IX97,propep,0,1,2
esmc6b_3di_zeroctrl,5,E2A3M7,pep,1,0,0
esmc6b_3di_zeroctrl,5,E2A3M7,propep,0,0,0
esmc6b_3di_zeroctrl,5,E2E4L2,pep,0,0,1
esmc6b_3di_zeroctrl,5,E2E4L2,propep,1,0,0
esmc6b_3di_zeroctrl,5,E2S064,pep,1,0,0
esmc6b_3di_zeroctrl,5,E2S064,propep,1,0,0
esmc6b_3di_zeroctrl,5,E5KIB6,pep,1,0,0
esmc6b_3di_zeroctrl,5,E5KIB6,propep,1,0,0
esmc6b_3di_zeroctrl,5,F1N5C8,pep,0,0,0
esmc6b_3di_zeroctrl,5,F1N5C8,propep,1,0,0
esmc6b_3di_zeroctrl,5,F1R4U0,pep,0,0,0
esmc6b_3di_zeroctrl,5,F1R4U0,propep,1,0,0
esmc6b_3di_zeroctrl,5,F4IVN9,pep,0,0,0
esmc6b_3di_zeroctrl,5,F4IVN9,propep,1,0,0
esmc6b_3di_zeroctrl,5,F4JL85,pep,0,0,0
esmc6b_3di_zeroctrl,5,F4JL85,propep,1,0,0
esmc6b_3di_zeroctrl,5,F4K6R7,pep,0,0,0
esmc6b_3di_zeroctrl,5,F4K6R7,propep,0,1,1
esmc6b_3di_zeroctrl,5,F4KB79,pep,1,0,0
esmc6b_3di_zeroctrl,5,F4KB79,propep,1,1,0
esmc6b_3di_zeroctrl,5,F5CPE8,pep,0,0,1
esmc6b_3di_zeroctrl,5,F5CPE8,propep,0,2,2
esmc6b_3di_zeroctrl,5,F6KSI8,pep,0,1,0
esmc6b_3di_zeroctrl,5,F6KSI8,propep,0,0,1
esmc6b_3di_zeroctrl,5,G1UBC2,pep,0,0,0
esmc6b_3di_zeroctrl,5,G1UBC2,propep,1,0,0
esmc6b_3di_zeroctrl,5,G3MU46,pep,1,2,4
esmc6b_3di_zeroctrl,5,G3MU46,propep,1,2,0
esmc6b_3di_zeroctrl,5,H3BJG9,pep,0,0,0
esmc6b_3di_zeroctrl,5,H3BJG9,propep,0,1,2
esmc6b_3di_zeroctrl,5,I1S2N3,pep,0,0,0
esmc6b_3di_zeroctrl,5,I1S2N3,propep,0,1,1
esmc6b_3di_zeroctrl,5,K7LFJ0,pep,0,1,0
esmc6b_3di_zeroctrl,5,K7LFJ0,propep,0,0,0
esmc6b_3di_zeroctrl,5,K7LSB9,pep,0,1,0
esmc6b_3di_zeroctrl,5,K7LSB9,propep,0,0,0
esmc6b_3di_zeroctrl,5,L0GCJ6,pep,0,1,3
esmc6b_3di_zeroctrl,5,L0GCJ6,propep,0,1,0
esmc6b_3di_zeroctrl,5,M1E1F0,pep,0,1,0
esmc6b_3di_zeroctrl,5,M1E1F0,propep,0,1,1
esmc6b_3di_zeroctrl,5,M1E1F1,pep,0,1,1
esmc6b_3di_zeroctrl,5,M1E1F1,propep,0,1,1
esmc6b_3di_zeroctrl,5,O00451,pep,0,0,0
esmc6b_3di_zeroctrl,5,O00451,propep,1,0,0
esmc6b_3di_zeroctrl,5,O04500,pep,0,0,0
esmc6b_3di_zeroctrl,5,O04500,propep,1,0,0
esmc6b_3di_zeroctrl,5,O08619,pep,0,0,0
esmc6b_3di_zeroctrl,5,O08619,propep,1,0,0
esmc6b_3di_zeroctrl,5,O08842,pep,0,0,0
esmc6b_3di_zeroctrl,5,O08842,propep,1,0,0
esmc6b_3di_zeroctrl,5,O09164,pep,0,0,0
esmc6b_3di_zeroctrl,5,O09164,propep,0,1,0
esmc6b_3di_zeroctrl,5,O09209,pep,2,0,1
esmc6b_3di_zeroctrl,5,O09209,propep,0,1,0
esmc6b_3di_zeroctrl,5,O13035,pep,0,0,0
esmc6b_3di_zeroctrl,5,O13035,propep,3,2,0
esmc6b_3di_zeroctrl,5,O13156,pep,0,0,0
esmc6b_3di_zeroctrl,5,O13156,propep,0,1,1
esmc6b_3di_zeroctrl,5,O13157,pep,0,0,0
esmc6b_3di_zeroctrl,5,O13157,propep,1,0,0
esmc6b_3di_zeroctrl,5,O13351,pep,0,0,0
esmc6b_3di_zeroctrl,5,O13351,propep,1,0,0
esmc6b_3di_zeroctrl,5,O14669,pep,0,0,0
esmc6b_3di_zeroctrl,5,O14669,propep,0,1,1
esmc6b_3di_zeroctrl,5,O18492,pep,0,1,0
esmc6b_3di_zeroctrl,5,O18492,propep,0,2,1
esmc6b_3di_zeroctrl,5,O18493,pep,0,1,0
esmc6b_3di_zeroctrl,5,O18493,propep,0,2,1
esmc6b_3di_zeroctrl,5,O18641,pep,3,2,2
esmc6b_3di_zeroctrl,5,O18641,propep,2,0,2
esmc6b_3di_zeroctrl,5,O18794,pep,0,1,1
esmc6b_3di_zeroctrl,5,O18794,propep,0,1,0
esmc6b_3di_zeroctrl,5,O18811,pep,0,1,1
esmc6b_3di_zeroctrl,5,O18811,propep,0,0,1
esmc6b_3di_zeroctrl,5,O18815,pep,1,0,0
esmc6b_3di_zeroctrl,5,O18815,propep,0,0,0
esmc6b_3di_zeroctrl,5,O18845,pep,0,1,2
esmc6b_3di_zeroctrl,5,O18845,propep,0,0,0
esmc6b_3di_zeroctrl,5,O23006,pep,0,0,0
esmc6b_3di_zeroctrl,5,O23006,propep,1,0,0
esmc6b_3di_zeroctrl,5,O31422,pep,0,1,1
esmc6b_3di_zeroctrl,5,O31422,propep,1,0,0
esmc6b_3di_zeroctrl,5,O32388,pep,0,0,0
esmc6b_3di_zeroctrl,5,O32388,propep,1,0,0
esmc6b_3di_zeroctrl,5,O35118,pep,0,0,0
esmc6b_3di_zeroctrl,5,O35118,propep,1,0,0
esmc6b_3di_zeroctrl,5,O44662,pep,0,6,0
esmc6b_3di_zeroctrl,5,O44662,propep,0,0,0
esmc6b_3di_zeroctrl,5,O44663,pep,0,5,1
esmc6b_3di_zeroctrl,5,O44663,propep,0,0,0
esmc6b_3di_zeroctrl,5,O44664,pep,0,6,1
esmc6b_3di_zeroctrl,5,O44664,propep,0,0,0
esmc6b_3di_zeroctrl,5,O44665,pep,0,5,1
esmc6b_3di_zeroctrl,5,O44665,propep,0,0,0
esmc6b_3di_zeroctrl,5,O45027,pep,3,1,2
esmc6b_3di_zeroctrl,5,O45027,propep,1,1,1
esmc6b_3di_zeroctrl,5,O46617,pep,1,0,0
esmc6b_3di_zeroctrl,5,O46617,propep,0,0,0
esmc6b_3di_zeroctrl,5,O60609,pep,0,0,0
esmc6b_3di_zeroctrl,5,O60609,propep,1,0,0
esmc6b_3di_zeroctrl,5,O61016,pep,0,0,0
esmc6b_3di_zeroctrl,5,O61016,propep,1,0,1
esmc6b_3di_zeroctrl,5,O61271,pep,2,0,0
esmc6b_3di_zeroctrl,5,O61271,propep,1,0,0
esmc6b_3di_zeroctrl,5,O62697,pep,1,0,0
esmc6b_3di_zeroctrl,5,O62697,propep,0,0,0
esmc6b_3di_zeroctrl,5,O62820,pep,0,1,2
esmc6b_3di_zeroctrl,5,O62820,propep,0,0,0
esmc6b_3di_zeroctrl,5,O70176,pep,2,0,0
esmc6b_3di_zeroctrl,5,O70176,propep,0,0,0
esmc6b_3di_zeroctrl,5,O75326,pep,0,0,0
esmc6b_3di_zeroctrl,5,O75326,propep,0,1,2
esmc6b_3di_zeroctrl,5,O76198,pep,0,0,0
esmc6b_3di_zeroctrl,5,O76198,propep,1,0,0
esmc6b_3di_zeroctrl,5,O76818,pep,3,5,2
esmc6b_3di_zeroctrl,5,O76818,propep,0,1,3
esmc6b_3di_zeroctrl,5,O81003,pep,1,0,0
esmc6b_3di_zeroctrl,5,O81003,propep,0,1,0
esmc6b_3di_zeroctrl,5,O81277,pep,1,0,0
esmc6b_3di_zeroctrl,5,O81277,propep,0,1,0
esmc6b_3di_zeroctrl,5,O82227,pep,0,0,0
esmc6b_3di_zeroctrl,5,O82227,propep,1,0,0
esmc6b_3di_zeroctrl,5,O89117,pep,0,1,1
esmc6b_3di_zeroctrl,5,O89117,propep,0,1,0
esmc6b_3di_zeroctrl,5,O93512,pep,0,0,0
esmc6b_3di_zeroctrl,5,O93512,propep,1,0,0
esmc6b_3di_zeroctrl,5,O94549,pep,0,0,0
esmc6b_3di_zeroctrl,5,O94549,propep,0,1,1
esmc6b_3di_zeroctrl,5,O95399,pep,1,0,0
esmc6b_3di_zeroctrl,5,O95399,propep,0,0,0
esmc6b_3di_zeroctrl,5,O97395,pep,0,1,0
esmc6b_3di_zeroctrl,5,O97395,propep,1,1,0
esmc6b_3di_zeroctrl,5,O97946,pep,0,1,1
esmc6b_3di_zeroctrl,5,O97946,propep,0,1,0
esmc6b_3di_zeroctrl,5,O97980,pep,0,1,0
esmc6b_3di_zeroctrl,5,O97980,propep,0,0,0
esmc6b_3di_zeroctrl,5,P00273,pep,0,1,0
esmc6b_3di_zeroctrl,5,P00273,propep,0,0,0
esmc6b_3di_zeroctrl,5,P00488,pep,0,0,0
esmc6b_3di_zeroctrl,5,P00488,propep,0,1,1
esmc6b_3di_zeroctrl,5,P01165,pep,1,0,0
esmc6b_3di_zeroctrl,5,P01165,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01203,pep,0,1,1
esmc6b_3di_zeroctrl,5,P01203,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01205,pep,1,0,0
esmc6b_3di_zeroctrl,5,P01205,propep,0,0,1
esmc6b_3di_zeroctrl,5,P01282,pep,2,0,0
esmc6b_3di_zeroctrl,5,P01282,propep,1,0,0
esmc6b_3di_zeroctrl,5,P01283,pep,2,0,0
esmc6b_3di_zeroctrl,5,P01283,propep,1,0,0
esmc6b_3di_zeroctrl,5,P01284,pep,2,0,0
esmc6b_3di_zeroctrl,5,P01284,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01298,pep,1,1,0
esmc6b_3di_zeroctrl,5,P01298,propep,0,1,1
esmc6b_3di_zeroctrl,5,P01299,pep,1,1,0
esmc6b_3di_zeroctrl,5,P01299,propep,0,1,1
esmc6b_3di_zeroctrl,5,P01300,pep,1,1,1
esmc6b_3di_zeroctrl,5,P01300,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01301,pep,2,0,0
esmc6b_3di_zeroctrl,5,P01301,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01302,pep,2,1,1
esmc6b_3di_zeroctrl,5,P01302,propep,0,0,1
esmc6b_3di_zeroctrl,5,P01303,pep,2,0,0
esmc6b_3di_zeroctrl,5,P01303,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01304,pep,1,0,1
esmc6b_3di_zeroctrl,5,P01304,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01307,pep,0,1,1
esmc6b_3di_zeroctrl,5,P01307,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01347,pep,1,1,1
esmc6b_3di_zeroctrl,5,P01347,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01348,pep,1,1,1
esmc6b_3di_zeroctrl,5,P01348,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01349,pep,0,2,1
esmc6b_3di_zeroctrl,5,P01349,propep,0,0,0
esmc6b_3di_zeroctrl,5,P01364,pep,0,3,1
esmc6b_3di_zeroctrl,5,P01364,propep,0,0,1
esmc6b_3di_zeroctrl,5,P02814,pep,0,1,2
esmc6b_3di_zeroctrl,5,P02814,propep,0,0,0
esmc6b_3di_zeroctrl,5,P02866,pep,0,0,0
esmc6b_3di_zeroctrl,5,P02866,propep,0,2,0
esmc6b_3di_zeroctrl,5,P02870,pep,0,0,0
esmc6b_3di_zeroctrl,5,P02870,propep,0,2,0
esmc6b_3di_zeroctrl,5,P02873,pep,0,0,0
esmc6b_3di_zeroctrl,5,P02873,propep,0,1,0
esmc6b_3di_zeroctrl,5,P02896,pep,0,0,0
esmc6b_3di_zeroctrl,5,P02896,propep,1,0,0
esmc6b_3di_zeroctrl,5,P04058,pep,0,0,0
esmc6b_3di_zeroctrl,5,P04058,propep,1,0,0
esmc6b_3di_zeroctrl,5,P04090,pep,2,0,0
esmc6b_3di_zeroctrl,5,P04090,propep,0,0,0
esmc6b_3di_zeroctrl,5,P04279,pep,0,1,0
esmc6b_3di_zeroctrl,5,P04279,propep,0,0,0
esmc6b_3di_zeroctrl,5,P04566,pep,2,0,0
esmc6b_3di_zeroctrl,5,P04566,propep,0,0,0
esmc6b_3di_zeroctrl,5,P04808,pep,2,0,0
esmc6b_3di_zeroctrl,5,P04808,propep,0,0,0
esmc6b_3di_zeroctrl,5,P05140,pep,0,0,0
esmc6b_3di_zeroctrl,5,P05140,propep,1,0,0
esmc6b_3di_zeroctrl,5,P05161,pep,0,0,0
esmc6b_3di_zeroctrl,5,P05161,propep,1,0,0
esmc6b_3di_zeroctrl,5,P05186,pep,0,0,0
esmc6b_3di_zeroctrl,5,P05186,propep,1,0,1
esmc6b_3di_zeroctrl,5,P05187,pep,0,0,0
esmc6b_3di_zeroctrl,5,P05187,propep,1,0,0
esmc6b_3di_zeroctrl,5,P05408,pep,0,1,0
esmc6b_3di_zeroctrl,5,P05408,propep,0,0,0
esmc6b_3di_zeroctrl,5,P05657,pep,0,0,1
esmc6b_3di_zeroctrl,5,P05657,propep,1,0,0
esmc6b_3di_zeroctrl,5,P05834,pep,0,0,0
esmc6b_3di_zeroctrl,5,P05834,propep,0,1,2
esmc6b_3di_zeroctrl,5,P06303,pep,2,0,0
esmc6b_3di_zeroctrl,5,P06303,propep,0,0,0
esmc6b_3di_zeroctrl,5,P06884,pep,1,1,0
esmc6b_3di_zeroctrl,5,P06884,propep,0,0,1
esmc6b_3di_zeroctrl,5,P07140,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07140,propep,1,0,0
esmc6b_3di_zeroctrl,5,P07224,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07224,propep,1,0,0
esmc6b_3di_zeroctrl,5,P07225,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07225,propep,1,0,0
esmc6b_3di_zeroctrl,5,P07602,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07602,propep,2,2,1
esmc6b_3di_zeroctrl,5,P07662,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07662,propep,0,1,1
esmc6b_3di_zeroctrl,5,P07692,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07692,propep,1,0,0
esmc6b_3di_zeroctrl,5,P07808,pep,2,0,0
esmc6b_3di_zeroctrl,5,P07808,propep,0,0,0
esmc6b_3di_zeroctrl,5,P07987,pep,0,0,0
esmc6b_3di_zeroctrl,5,P07987,propep,1,0,0
esmc6b_3di_zeroctrl,5,P08289,pep,0,0,0
esmc6b_3di_zeroctrl,5,P08289,propep,1,0,1
esmc6b_3di_zeroctrl,5,P08697,pep,0,0,0
esmc6b_3di_zeroctrl,5,P08697,propep,0,1,1
esmc6b_3di_zeroctrl,5,P08947,pep,1,0,0
esmc6b_3di_zeroctrl,5,P08947,propep,2,0,0
esmc6b_3di_zeroctrl,5,P08948,pep,1,0,0
esmc6b_3di_zeroctrl,5,P08948,propep,2,0,0
esmc6b_3di_zeroctrl,5,P08950,pep,1,0,0
esmc6b_3di_zeroctrl,5,P08950,propep,2,0,0
esmc6b_3di_zeroctrl,5,P09040,pep,2,1,0
esmc6b_3di_zeroctrl,5,P09040,propep,0,2,0
esmc6b_3di_zeroctrl,5,P09242,pep,0,0,0
esmc6b_3di_zeroctrl,5,P09242,propep,1,0,1
esmc6b_3di_zeroctrl,5,P09475,pep,2,0,0
esmc6b_3di_zeroctrl,5,P09475,propep,0,0,0
esmc6b_3di_zeroctrl,5,P09487,pep,0,0,0
esmc6b_3di_zeroctrl,5,P09487,propep,1,0,1
esmc6b_3di_zeroctrl,5,P09681,pep,0,1,1
esmc6b_3di_zeroctrl,5,P09681,propep,1,0,0
esmc6b_3di_zeroctrl,5,P09805,pep,0,0,0
esmc6b_3di_zeroctrl,5,P09805,propep,1,0,0
esmc6b_3di_zeroctrl,5,P09923,pep,0,0,0
esmc6b_3di_zeroctrl,5,P09923,propep,1,0,0
esmc6b_3di_zeroctrl,5,P09971,pep,3,2,2
esmc6b_3di_zeroctrl,5,P09971,propep,1,1,2
esmc6b_3di_zeroctrl,5,P0A312,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0A312,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0A313,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0A313,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0C1T5,pep,0,1,1
esmc6b_3di_zeroctrl,5,P0C1T5,propep,0,0,1
esmc6b_3di_zeroctrl,5,P0C249,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0C249,propep,0,0,0
esmc6b_3di_zeroctrl,5,P0C2S8,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0C2S8,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0C2X7,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0C2X7,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0C5X7,pep,0,1,0
esmc6b_3di_zeroctrl,5,P0C5X7,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0C8S6,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0C8S6,propep,0,0,0
esmc6b_3di_zeroctrl,5,P0C957,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0C957,propep,1,0,1
esmc6b_3di_zeroctrl,5,P0C958,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0C958,propep,1,0,1
esmc6b_3di_zeroctrl,5,P0CG54,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CG54,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CH28,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CH28,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CH56,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0CH56,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CH70,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0CH70,propep,0,0,0
esmc6b_3di_zeroctrl,5,P0CI88,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CI88,propep,0,1,0
esmc6b_3di_zeroctrl,5,P0CS83,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CS83,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CS93,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CS93,propep,0,1,1
esmc6b_3di_zeroctrl,5,P0CW02,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CW02,propep,0,1,1
esmc6b_3di_zeroctrl,5,P0CW03,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CW03,propep,0,1,1
esmc6b_3di_zeroctrl,5,P0CY26,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CY26,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CY27,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CY27,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CY28,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CY28,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0CY29,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0CY29,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DE28,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DE28,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DE29,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DE29,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DJ06,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DJ06,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DJ95,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0DJ95,propep,0,0,0
esmc6b_3di_zeroctrl,5,P0DJI8,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DJI8,propep,0,1,0
esmc6b_3di_zeroctrl,5,P0DKL3,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DKL3,propep,0,1,1
esmc6b_3di_zeroctrl,5,P0DKM3,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DKM3,propep,0,1,0
esmc6b_3di_zeroctrl,5,P0DKN1,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DKN1,propep,0,1,0
esmc6b_3di_zeroctrl,5,P0DL57,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DL57,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DL58,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DL58,propep,1,1,0
esmc6b_3di_zeroctrl,5,P0DM55,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DM55,propep,0,1,0
esmc6b_3di_zeroctrl,5,P0DM67,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DM67,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DM68,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0DM68,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DMD7,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DMD7,propep,1,1,0
esmc6b_3di_zeroctrl,5,P0DMG0,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0DMG0,propep,0,1,1
esmc6b_3di_zeroctrl,5,P0DN01,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DN01,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DN03,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DN03,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DN04,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DN04,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DN98,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0DN98,propep,0,0,0
esmc6b_3di_zeroctrl,5,P0DP14,pep,1,0,0
esmc6b_3di_zeroctrl,5,P0DP14,propep,0,0,0
esmc6b_3di_zeroctrl,5,P0DP55,pep,1,1,0
esmc6b_3di_zeroctrl,5,P0DP55,propep,0,0,1
esmc6b_3di_zeroctrl,5,P0DPU4,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DPU4,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DQA3,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DQA3,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DQA4,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DQA4,propep,0,1,1
esmc6b_3di_zeroctrl,5,P0DQA5,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DQA5,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DRB9,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DRB9,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DRC4,pep,0,0,0
esmc6b_3di_zeroctrl,5,P0DRC4,propep,1,0,0
esmc6b_3di_zeroctrl,5,P0DRI2,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DRI2,propep,0,2,1
esmc6b_3di_zeroctrl,5,P0DRJ4,pep,7,0,0
esmc6b_3di_zeroctrl,5,P0DRJ4,propep,7,0,0
esmc6b_3di_zeroctrl,5,P0DTJ9,pep,0,1,1
esmc6b_3di_zeroctrl,5,P0DTJ9,propep,0,1,0
esmc6b_3di_zeroctrl,5,P0DUT2,pep,3,0,0
esmc6b_3di_zeroctrl,5,P0DUT2,propep,1,2,2
esmc6b_3di_zeroctrl,5,P0DUT6,pep,3,0,0
esmc6b_3di_zeroctrl,5,P0DUT6,propep,1,1,0
esmc6b_3di_zeroctrl,5,P0DY21,pep,0,0,1
esmc6b_3di_zeroctrl,5,P0DY21,propep,1,0,0
esmc6b_3di_zeroctrl,5,P10082,pep,1,0,1
esmc6b_3di_zeroctrl,5,P10082,propep,0,1,0
esmc6b_3di_zeroctrl,5,P10419,pep,0,0,21
esmc6b_3di_zeroctrl,5,P10419,propep,3,0,11
esmc6b_3di_zeroctrl,5,P10552,pep,14,1,0
esmc6b_3di_zeroctrl,5,P10552,propep,1,0,1
esmc6b_3di_zeroctrl,5,P10601,pep,1,1,0
esmc6b_3di_zeroctrl,5,P10601,propep,0,0,1
esmc6b_3di_zeroctrl,5,P10631,pep,1,0,0
esmc6b_3di_zeroctrl,5,P10631,propep,1,0,0
esmc6b_3di_zeroctrl,5,P10674,pep,0,0,0
esmc6b_3di_zeroctrl,5,P10674,propep,1,0,0
esmc6b_3di_zeroctrl,5,P10675,pep,0,0,0
esmc6b_3di_zeroctrl,5,P10675,propep,1,0,0
esmc6b_3di_zeroctrl,5,P10696,pep,0,0,0
esmc6b_3di_zeroctrl,5,P10696,propep,1,0,0
esmc6b_3di_zeroctrl,5,P10960,pep,0,0,0
esmc6b_3di_zeroctrl,5,P10960,propep,1,2,1
esmc6b_3di_zeroctrl,5,P11159,pep,3,2,2
esmc6b_3di_zeroctrl,5,P11159,propep,2,0,2
esmc6b_3di_zeroctrl,5,P11184,pep,1,1,1
esmc6b_3di_zeroctrl,5,P11184,propep,0,0,0
esmc6b_3di_zeroctrl,5,P11185,pep,1,1,1
esmc6b_3di_zeroctrl,5,P11185,propep,0,0,0
esmc6b_3di_zeroctrl,5,P11952,pep,0,2,2
esmc6b_3di_zeroctrl,5,P11952,propep,0,0,0
esmc6b_3di_zeroctrl,5,P11953,pep,0,2,1
esmc6b_3di_zeroctrl,5,P11953,propep,0,0,0
esmc6b_3di_zeroctrl,5,P12661,pep,0,0,0
esmc6b_3di_zeroctrl,5,P12661,propep,0,1,0
esmc6b_3di_zeroctrl,5,P12872,pep,0,1,1
esmc6b_3di_zeroctrl,5,P12872,propep,0,0,0
esmc6b_3di_zeroctrl,5,P12961,pep,0,1,1
esmc6b_3di_zeroctrl,5,P12961,propep,0,0,0
esmc6b_3di_zeroctrl,5,P13083,pep,1,0,1
esmc6b_3di_zeroctrl,5,P13083,propep,0,0,2
esmc6b_3di_zeroctrl,5,P13589,pep,2,0,0
esmc6b_3di_zeroctrl,5,P13589,propep,0,0,0
esmc6b_3di_zeroctrl,5,P14138,pep,1,0,0
esmc6b_3di_zeroctrl,5,P14138,propep,0,0,1
esmc6b_3di_zeroctrl,5,P14608,pep,0,0,0
esmc6b_3di_zeroctrl,5,P14608,propep,0,1,0
esmc6b_3di_zeroctrl,5,P14765,pep,2,0,0
esmc6b_3di_zeroctrl,5,P14765,propep,0,0,0
esmc6b_3di_zeroctrl,5,P14894,pep,0,0,0
esmc6b_3di_zeroctrl,5,P14894,propep,0,2,0
esmc6b_3di_zeroctrl,5,P14904,pep,0,0,0
esmc6b_3di_zeroctrl,5,P14904,propep,0,1,0
esmc6b_3di_zeroctrl,5,P15369,pep,0,0,0
esmc6b_3di_zeroctrl,5,P15369,propep,1,0,0
esmc6b_3di_zeroctrl,5,P15411,pep,2,0,0
esmc6b_3di_zeroctrl,5,P15411,propep,1,0,0
esmc6b_3di_zeroctrl,5,P15513,pep,16,0,0
esmc6b_3di_zeroctrl,5,P15513,propep,3,0,0
esmc6b_3di_zeroctrl,5,P15693,pep,0,0,0
esmc6b_3di_zeroctrl,5,P15693,propep,1,0,0
esmc6b_3di_zeroctrl,5,P15797,pep,0,0,0
esmc6b_3di_zeroctrl,5,P15797,propep,1,0,0
esmc6b_3di_zeroctrl,5,P16404,pep,0,0,0
esmc6b_3di_zeroctrl,5,P16404,propep,0,1,0
esmc6b_3di_zeroctrl,5,P16613,pep,2,0,1
